annots	expression	expression_std	expression_cov	expression_reps	expression_pvalue	expression_qvalue
basal	0.9003215919967592	0.09358506187019756	0.10394625953892976	3.0	0.1546512622547478	0.22696978849675825
chr1-105679469-105679602_peak.288_NotDB_WT	0.41533558699480083	0.12190076754726574	0.2934994528864961	3.0	0.028974968794991934	0.07495535053386694
chr1-105679469-105679602_peak.288_NotDB_mutM	0.9946967570728794	0.24677848756168788	0.24809419132710303	3.0	0.8334049547436913	0.8634941206422297
chr1-106663511-106663644_peak.290_EGain_WT	0.34353850650733514	0.10170972553954936	0.2960649930443174	3.0	0.022913992761893872	0.06637902478372887
chr1-106663511-106663644_peak.290_EGain_mutM	1.0617465691196732	0.29013606201143877	0.2732630087535856	3.0	0.8760184017428385	0.8987750526111581
chr1-120961980-120962113_peak.305_EGain_WT	3.8252886287039893	0.3927461553487216	0.10267098602747377	3.0	0.0008740183171838281	0.02339905414259255
chr1-120961980-120962113_peak.305_EGain_mutM	0.9913570762889977	0.26507922250973065	0.26739025609421835	3.0	0.8001297990675882	0.8348725525714384
chr1-126431154-126431287_peak.309_NotDB_WT	0.4875795223838068	0.84451250549892	1.7320508075688772	3.0	0.17621746016905054	0.2501535404321504
chr1-126431154-126431287_peak.309_NotDB_mutM	3.8556861234692454	1.9472560441347129	0.5050348969751259	3.0	0.04638183243930134	0.09973969250693966
chr1-127015348-127015481_peak.313_KGain_WT	1.6371455341631098	0.0990772939980149	0.060518317969002124	3.0	0.00394407754798144	0.041621495605550174
chr1-127015348-127015481_peak.313_KGain_mutD	1.44336747595903	0.2819315383158749	0.19532900873254647	3.0	0.08982847674083594	0.15465075257626007
chr1-127015348-127015481_peak.313_KGain_mutDM	1.4079304715080916	0.3013709400070243	0.21405243093021037	3.0	0.13437150724478056	0.20552451779119235
chr1-127015348-127015481_peak.313_KGain_mutM	2.204547363016139	0.21511731779319643	0.09757890504057254	3.0	0.004448423797405916	0.0420492003029673
chr1-127854346-127854479_peak.314_EGain_WT	8.107794223911574	2.150426937254395	0.2652295899311724	3.0	0.004469748933770819	0.042150894791517256
chr1-127854346-127854479_peak.314_EGain_mutM	2.8662267799867145	0.8396340204316566	0.29294053990924906	3.0	0.026225188566910994	0.07121325881103333
