annots	expression	expression_std	expression_cov	expression_reps	expression_pvalue	expression_qvalue
basal	1.1353324821951296	0.07964636820997956	0.07015246146748644	4.0	0.035096892048186744	0.05667203531860182
chr1-105679469-105679602_peak.288_NotDB_WT	0.20239631846893713	0.03580392548264832	0.17690008273615582	4.0	0.0003463929191662888	0.0022292060443120845
chr1-105679469-105679602_peak.288_NotDB_mutM	0.7570238391876631	0.230796448793236	0.3048734225343497	4.0	0.11866808688809692	0.15673143551258084
chr1-106663511-106663644_peak.290_EGain_WT	0.20148001599042623	0.04232758500315497	0.21008329185940833	4.0	0.0005769148904939219	0.002962535924157977
chr1-106663511-106663644_peak.290_EGain_mutM	1.0670451616711794	0.14912629421724707	0.1397563098301193	4.0	0.4817724299881173	0.5298434387135027
chr1-120961980-120962113_peak.305_EGain_WT	1.930915328009837	0.24144874967474755	0.12504367549021678	4.0	0.0021588607396347366	0.0068966007615232985
chr1-120961980-120962113_peak.305_EGain_mutM	1.0259819950478744	0.05949071676795649	0.057984172290645834	4.0	0.41610016671034405	0.46544425712763465
chr1-126431154-126431287_peak.309_NotDB_WT	0.29826123407141913	0.34452886374751107	1.1551245163325954	4.0	0.03838333191879576	0.061064391688993254
chr1-126431154-126431287_peak.309_NotDB_mutM	1.0830226289137168	1.0370644406128837	0.9575648863893734	4.0	0.5896919877314523	0.6326622831536688
chr1-127015348-127015481_peak.313_KGain_WT	1.5577193535478056	0.1317346515340153	0.08456892522647369	4.0	0.0017200458840179282	0.005978208255428165
chr1-127015348-127015481_peak.313_KGain_mutD	1.2379692899871158	0.12753188730542311	0.10301700400560858	4.0	0.028664979614686337	0.047935150319613776
chr1-127015348-127015481_peak.313_KGain_mutDM	1.2104299580687055	0.14725734751451539	0.12165705791805666	4.0	0.05226036705365448	0.07862702282959327
chr1-127015348-127015481_peak.313_KGain_mutM	1.9652721087796052	0.2689436377839155	0.13684804082978827	4.0	0.002538557792499611	0.007773480884169953
chr1-127854346-127854479_peak.314_EGain_WT	5.929962013411663	1.0801185943367222	0.18214595504892647	4.0	0.000290088386156295	0.0020025132539162925
chr1-127854346-127854479_peak.314_EGain_mutM	2.4698598036273616	0.5300272841236795	0.21459812550706503	4.0	0.0035719042087268213	0.009808601371521003
chr1-128244073-128244206_peak.317_NotDB_WT	0.4775181943307856	0.05141299571499113	0.10766709274197081	4.0	0.0007184359012725479	0.003372422642444078
chr1-129538625-129538758_peak.321_KGain_WT				0.0		
chr1-129538625-129538758_peak.321_KGain_mutM				0.0		
chr1-132820242-132820375_peak.343_KGain_WT	1.2675873242753886	0.15945177086691753	0.12579154730666586	4.0	0.03904768350982004	0.06197305378050197
chr1-132820242-132820375_peak.343_KGain_mutD	1.2270042723980095	0.21490879298427648	0.17514918066606816	4.0	0.11036775205377516	0.1474773378079581
chr1-134067022-134067155_peak.355_EGain_WT	0.842529580986694	0.0832524695678651	0.09881251821493008	4.0	0.033399469903233815	0.054260539460058196
chr1-134067022-134067155_peak.355_EGain_mutM	0.8112779158559467	0.1210672509874565	0.1492303052027779	4.0	0.054386620473254335	0.081274387898234
chr1-134179208-134179341_peak.358_KGain_WT				0.0		
chr1-134179208-134179341_peak.358_KGain_mutD	1.4047012115747035	1.311443190452777	0.933610065718259	4.0	0.9517998636110888	0.9590104686384455
chr1-134179208-134179341_peak.358_KGain_mutDM				0.0		
chr1-134179208-134179341_peak.358_KGain_mutM				0.0		
chr1-134439696-134439829_peak.362_ELost_WT				0.0		
chr1-134439696-134439829_peak.362_ELost_mutD	1.0025965540432749	0.3024339603293004	0.3016507079638801	4.0	0.8000815594016925	0.8276705786914059
chr1-134439696-134439829_peak.362_ELost_mutDM	0.8904805859356353	0.5662344601667506	0.6358751320465942	4.0	0.3944200535875426	0.4453129637278707
chr1-134439696-134439829_peak.362_ELost_mutM	0.7775099211743268	0.3436439454332546	0.44198014208516523	4.0	0.20269940895535282	0.24900573944946358
chr1-134799958-134800091_peak.368_NotDB_WT	1.0059030194896041	0.13555566695382262	0.1347601750142908	4.0	0.9657202852892026	0.970585374887637
chr1-134799958-134800091_peak.368_NotDB_mutM	1.0174410824092555	0.17798896063430536	0.1749378550872306	4.0	0.9799502578223036	0.9829063671973332
chr1-135595360-135595493_peak.378_ELost_WT	1.6463514850332426	0.4091279840817559	0.24850585540273917	4.0	0.030758347522558013	0.05081813938509585
chr1-135595360-135595493_peak.378_ELost_mutM	0.8091255489184375	0.1763381408261987	0.21793668616929826	4.0	0.11697254008458076	0.1549022352928899
chr1-136017794-136017927_peak.382_KLost_WT	1.3967227744088584	0.24376275436712302	0.1745247939200332	4.0	0.03284431383360747	0.05355488851495455
chr1-136237971-136238104_peak.388_ELost_WT	1.2197779837089726	0.26224535015401024	0.21499432983419012	4.0	0.19475797932920674	0.2409563837282279
chr1-136237971-136238104_peak.388_ELost_mutD	1.8571071233353424	0.1637854600108158	0.08819386773804358	4.0	0.0006935857071148383	0.003294532108795482
chr1-136237971-136238104_peak.388_ELost_mutDM	0.5621726411517642	0.031357974908478595	0.055779973291181895	4.0	0.0002253216338102153	0.0017980666378055181
chr1-136237971-136238104_peak.388_ELost_mutM	0.4227629452713044	0.22133199023339892	0.5235368726352331	4.0	0.027992780460487723	0.04724669798534095
chr1-136279433-136279566_peak.389_KLost_WT	0.48718568449165767	0.15164487319667988	0.31126709594291574	4.0	0.015561884839909793	0.029413510426925662
chr1-136279433-136279566_peak.389_KLost_mutM	1.1437717713352895	0.10145358723886408	0.08870090150976771	4.0	0.06975301385216462	0.10004116652413257
chr1-136563268-136563401_peak.394_KLost_WT	0.6778013285752834	0.14985649329146686	0.22109206189734149	4.0	0.0323832170435026	0.05293282916983834
chr1-136563268-136563401_peak.394_KLost_mutM	0.5287953927704422	0.08008350735783963	0.15144516849564355	4.0	0.00374503963966812	0.010158197255116111
chr1-136643638-136643771_peak.395_KGain_WT	4.687316342985957	0.48113461227282145	0.10264607230804582	4.0	7.297188713361736e-05	0.0010945783070042603
chr1-136643638-136643771_peak.395_KGain_mutD	2.452531096508207	0.2570320852146422	0.10480278336963467	4.0	0.00042760409948990687	0.002498009307415415
chr1-136643638-136643771_peak.395_KGain_mutDM	1.6835669521228938	0.174207470481372	0.10347522577685733	4.0	0.0017419752569964896	0.005996963999496112
chr1-136643638-136643771_peak.395_KGain_mutM	1.7423112608627198	0.4385140680024619	0.25168526304842226	4.0	0.024522206160944443	0.042596257110216945
chr1-138662551-138662684_peak.402_KGain_WT				0.0		
chr1-138662551-138662684_peak.402_KGain_mutD	1.0452795797267653	0.8872805958838137	0.8488452401564638	4.0	0.584524527727185	0.6277935035347155
chr1-138662551-138662684_peak.402_KGain_mutDM	0.6396395823322476	0.39886495683052386	0.6235776644343778	4.0	0.1229903138523923	0.16174401854681783
chr1-151357559-151357692_peak.417_KLost_WT	4.538980148003796	0.3743018786843062	0.08246387216496659	4.0	3.34322234349366e-05	0.0009199625621061865
chr1-151357559-151357692_peak.417_KLost_mutM	1.0250357827819079	0.1518731741483165	0.14816377798649966	4.0	0.872253254695768	0.8916962557612386
chr1-152290494-152290627_peak.421_KGain_WT	1.1893935379709288	0.0912720572228248	0.07673831604847317	4.0	0.020838483683435337	0.03720158832076376
chr1-152290494-152290627_peak.421_KGain_mutD	1.3418528159569791	0.16118093581603554	0.12011819321710403	4.0	0.017540836206153192	0.0324168302281386
chr1-153266934-153267067_peak.425_KLost_WT	0.7877989042271945	0.09265367156291247	0.11761081548317558	4.0	0.0282160438874209	0.04744290565141567
chr1-153266934-153267067_peak.425_KLost_mutM	1.2007739258724546	0.1289361830042205	0.10737756727232267	4.0	0.046261176330358596	0.07121222745298256
chr1-154757777-154757910_peak.429_KGain_WT	3.5347416570646137	0.13304893281817778	0.03764035556948362	4.0	1.3609924804107909e-06	0.0002858084208862661
chr1-154757777-154757910_peak.429_KGain_mutD	1.4370627218198042	0.19072063606308126	0.13271559631131818	4.0	0.011641714596451481	0.023412520786210388
chr1-154757777-154757910_peak.429_KGain_mutDM	1.4767094283292543	0.2201357289388497	0.14907179754917035	4.0	0.013353736698610322	0.026105541120752175
chr1-154757777-154757910_peak.429_KGain_mutM	2.7065245223298393	0.13118938363590749	0.04847152965123575	4.0	1.2365027390371585e-05	0.0008362111743658072
chr1-155461956-155462089_peak.437_EGain_WT	0.2906449571514864	0.07165793579948211	0.24654800999053095	4.0	0.0020120836570001175	0.0066021494995316355
chr1-155461956-155462089_peak.437_EGain_mutM	1.1630575916337074	0.13474258827629867	0.11585203453857375	4.0	0.09034093816628114	0.12416822021476463
chr1-155680881-155681014_peak.441_NotDB_WT	2.292506194164766	0.05672042058018196	0.024741665136851262	4.0	7.828317812654319e-07	0.00019521867545306708
chr1-155680881-155681014_peak.441_NotDB_mutM	1.1108612445804333	0.20839234917806249	0.1875953006685108	4.0	0.4268867842789383	0.47577605286954294
chr1-156288952-156289085_peak.446_KGain_WT	1.7946337986573793	0.48164214218500095	0.26837906571543024	4.0	0.02610538226233644	0.044819481594975216
chr1-156288952-156289085_peak.446_KGain_mutM	0.8841311987679781	0.17030335337551183	0.1926222642214489	4.0	0.2307598901485023	0.2788406910031872
chr1-16229659-16229792_peak.29_KGain_WT	2.0848737299411444	1.6739475183940442	0.8029011514482939	4.0	0.2593385572453183	0.3077813335540809
chr1-16229659-16229792_peak.29_KGain_mutD	1.2026090135253724	0.1391960555985298	0.1157450626371786	4.0	0.04885531804553573	0.07423180464649183
chr1-162460470-162460603_peak.467_ELost_WT	3.0780199145331415	1.8310252396614473	0.5948711478493367	4.0	0.038187482237075375	0.06082557050935359
chr1-162460470-162460603_peak.467_ELost_mutM	1.801436201030334	1.1464398721535614	0.63640326063052	4.0	0.24309666621633746	0.29110315072124443
chr1-162839948-162840081_peak.470_KGain_WT	2.6654977944228855	1.550048649340788	0.5815231408497163	4.0	0.05342236949817009	0.08004327987146026
chr1-162839948-162840081_peak.470_KGain_mutDM	0.7890335157800139	0.4150144109095116	0.5259781778714955	4.0	0.24154085298738678	0.28950075200350656
chr1-162839948-162840081_peak.470_KGain_mutM				0.0		
chr1-163957152-163957285_peak.472_NotDB_WT	1.195863742139461	0.16007236964893345	0.13385502378603423	4.0	0.07511171069316425	0.10638825902226672
chr1-163957152-163957285_peak.472_NotDB_mutM	1.4047074690578447	0.1392937861134772	0.09916213103565494	4.0	0.0065472376023798864	0.015205749728460853
chr1-165099756-165099889_peak.475_KGain_WT	2.129257940336889	0.2838578778814577	0.13331305357797374	4.0	0.001285118173794852	0.004878802581771132
chr1-165099756-165099889_peak.475_KGain_mutM	1.5263461055735519	0.39161950073994617	0.2565731974615208	4.0	0.05377677876238574	0.0805138263646976
chr1-167385827-167385960_peak.486_NotDB_WT	1.246590637513421	0.21764751238388624	0.17459421387764354	4.0	0.09582246873065982	0.13057774939731306
chr1-167385827-167385960_peak.486_NotDB_mutM	1.8929252924802795	0.8753984063264327	0.4624579796170443	4.0	0.08818554920253383	0.12166678468814315
chr1-167389944-167390077_peak.487_NotDB_WT	0.10293486250578197	0.03390567269757197	0.3293895952468722	4.0	0.000735959441131405	0.003418484482088831
chr1-167389944-167390077_peak.487_NotDB_mutM	0.9083142752927069	0.1706040667855026	0.18782493177322898	4.0	0.3096429062738661	0.3594632516824922
chr1-167817057-167817190_peak.489_KGain_WT	0.14409855557159237	0.07468795456350219	0.5183116115719497	4.0	0.0034016926799836987	0.0094583650126376
chr1-168908806-168908939_peak.494_KGain_WT				0.0		
chr1-168908806-168908939_peak.494_KGain_mutM	1.1939841629581815	0.26167648672749577	0.2191624435613731	4.0	0.24931232156131058	0.29747492913565465
chr1-169848064-169848197_peak.495_KGain_WT				0.0		
chr1-170248789-170248922_peak.500_EGain_WT	1.3358550822119013	0.30147454367392895	0.22567907828351344	4.0	0.10264179888664401	0.13849874114227584
chr1-170248789-170248922_peak.500_EGain_mutM	1.4116800357195292	0.11559593574333081	0.0818853655349825	4.0	0.0033183392066804167	0.00931095178245771
chr1-170477759-170477892_peak.503_EGain_WT	2.929583752484304	0.453186932486179	0.15469328436228316	4.0	0.00071958164551794	0.0033738316869760055
chr1-170477759-170477892_peak.503_EGain_mutM	1.4443358135448743	0.12589402373372255	0.08716395629956532	4.0	0.0033014691733690457	0.009289747532963676
chr1-170867801-170867934_peak.504_NotDB_WT	1.2380874930974448	0.18244403717583058	0.14735956723009327	4.0	0.07204062018792468	0.10284152935592825
chr1-171419650-171419783_peak.514_NotDB_WT	0.9034151649798801	0.1176924210761271	0.13027501157648624	4.0	0.19633505460251455	0.2425315380384003
chr1-171419650-171419783_peak.514_NotDB_mutM	0.9508276029041283	0.16211154631766356	0.1704952042016067	4.0	0.49541990404708636	0.5424603230372872
chr1-172488972-172489105_peak.519_ELost_WT	2.285474857487862	0.17483278206685868	0.07649735524066566	4.0	0.00019457814476919104	0.0016589034137373339
chr1-172488972-172489105_peak.519_ELost_mutD	0.7673692335443916	0.06276927713919604	0.08179801117288982	4.0	0.006099842089394605	0.014461301210151201
chr1-172488972-172489105_peak.519_ELost_mutDM	0.9485882546643423	0.18095912316319224	0.19076677607317052	4.0	0.5146739595739109	0.5607725556253154
