annots	expression	expression_std	expression_cov	expression_reps	expression_pvalue	expression_qvalue
basal	0.965137912464135	0.12746686482939798	0.13207114049012628	4.0	0.49914182679698366	0.5547565150194889
chr1-105679469-105679602_peak.288_NotDB_WT	0.28523869021188336	0.08393027400172262	0.29424575585933604	4.0	0.0029777049914055786	0.010477110154945554
chr1-105679469-105679602_peak.288_NotDB_mutM	0.9600967890717209	0.05155614453627807	0.05369890319717206	4.0	0.3052959346684662	0.36372970418846823
chr1-106663511-106663644_peak.290_EGain_WT	0.08441625060928332	0.021862707262697324	0.2589869498455676	4.0	0.0002559333218680244	0.0024547450823399456
chr1-106663511-106663644_peak.290_EGain_mutM	0.8553412645441799	0.11651970345688904	0.1362259817068262	4.0	0.10472917885563315	0.14902618531882178
chr1-120961980-120962113_peak.305_EGain_WT	0.6034017224007596	0.2664440759233249	0.44156996248406716	4.0	0.06374483384990913	0.0983914456716199
chr1-120961980-120962113_peak.305_EGain_mutM	1.160127023090432	0.23834944721676007	0.20545116394395094	4.0	0.26640419963580075	0.32328246853614506
chr1-126431154-126431287_peak.309_NotDB_WT	0.5659269708124104	1.1318539416248208	2.0	4.0	0.11612955644640766	0.16241042068740502
chr1-126431154-126431287_peak.309_NotDB_mutM	1.6129267589975598	2.046265931904477	1.2686663672045713	4.0	0.9854747047931411	0.9881990631124989
chr1-127015348-127015481_peak.313_KGain_WT	1.2408548047878996	0.22653365799221298	0.1825625827599826	4.0	0.09723235082832338	0.14036073799023527
chr1-127015348-127015481_peak.313_KGain_mutD	1.5084320835189322	0.22028853345235982	0.14603808541280938	4.0	0.007170182914197429	0.01844553825122356
chr1-127015348-127015481_peak.313_KGain_mutDM	1.4003968866943617	0.20569212514012364	0.1468813070740682	4.0	0.014157638364476045	0.030485146829066063
chr1-127015348-127015481_peak.313_KGain_mutM	2.2252426568600465	0.22260123020818068	0.10003458702444822	4.0	0.000754817992201477	0.004508568546233373
chr1-127854346-127854479_peak.314_EGain_WT	7.426264693977862	0.6001916565723249	0.08082012711707338	4.0	8.068668901399105e-06	0.00035378009798442227
chr1-127854346-127854479_peak.314_EGain_mutM	3.398912963472932	0.35563425418582717	0.10463176256871497	4.0	0.00021595212705456627	0.002303874296651656
chr1-128244073-128244206_peak.317_NotDB_WT	0.4713012455183221	0.02936062936113528	0.06229694837501521	4.0	3.0806453599238903e-06	0.00018910423055532805
chr1-129538625-129538758_peak.321_KGain_WT				0.0		
chr1-129538625-129538758_peak.321_KGain_mutM				0.0		
chr1-132820242-132820375_peak.343_KGain_WT	1.1176739421105584	0.18639055624243206	0.1667664863783633	4.0	0.37189010629047714	0.4307232290563146
chr1-132820242-132820375_peak.343_KGain_mutD	0.9791317844572199	0.08259021393074469	0.08435045745811268	4.0	0.5906204071507978	0.6407219751309633
chr1-134067022-134067155_peak.355_EGain_WT	0.9855384479254282	0.22217173251298658	0.22543182661281363	4.0	0.7396574477043022	0.7780736135882325
chr1-134067022-134067155_peak.355_EGain_mutM	0.7371227853499411	0.15131395571783904	0.20527645966879773	4.0	0.03962693178521768	0.0674536936105028
chr1-134179208-134179341_peak.358_KGain_WT				0.0		
chr1-134179208-134179341_peak.358_KGain_mutD	4.11744040676918	1.6647321309067031	0.40431238013058785	4.0	0.006860590937424202	0.017938242359320164
chr1-134179208-134179341_peak.358_KGain_mutDM				0.0		
chr1-134179208-134179341_peak.358_KGain_mutM				0.0		
chr1-134439696-134439829_peak.362_ELost_WT				0.0		
chr1-134439696-134439829_peak.362_ELost_mutD	1.2140607349622012	0.286370575808406	0.23587829468623903	4.0	0.2270677801422948	0.2836569952309819
chr1-134439696-134439829_peak.362_ELost_mutDM	1.5193792106284314	1.1741141438985683	0.7727591214131081	4.0	0.6243729772392119	0.6734923436562464
chr1-134439696-134439829_peak.362_ELost_mutM	1.5128889451816177	0.85884562115511	0.5676858330483789	4.0	0.3706816790854178	0.42957301758664457
chr1-134799958-134800091_peak.368_NotDB_WT	1.1020443153460853	0.15475535573270657	0.14042571027110404	4.0	0.3681797110517268	0.42692154812449573
chr1-134799958-134800091_peak.368_NotDB_mutM	0.8056265036346538	0.2234093804303459	0.27731135882746544	4.0	0.17550395074034678	0.2289181966178436
chr1-135595360-135595493_peak.378_ELost_WT	0.7376062132562955	0.1110712771308807	0.1505834348121019	4.0	0.018629626196291067	0.037334107746459747
chr1-135595360-135595493_peak.378_ELost_mutM	0.6988805824651864	0.12788207496586787	0.18298129633933294	4.0	0.02268849596508665	0.04327299182633639
chr1-136017794-136017927_peak.382_KLost_WT	1.6094164207186163	0.17865949544434262	0.1110088682732402	4.0	0.0015731869107823344	0.0071087381359247045
chr1-136237971-136238104_peak.388_ELost_WT	0.4669093382890458	0.06341219386733878	0.1358126485533744	4.0	0.0014215598120596432	0.006672969000138796
chr1-136237971-136238104_peak.388_ELost_mutD	0.8128280888819588	0.3557597363410818	0.4376814005411989	4.0	0.24333366146588076	0.30077487894946225
chr1-136237971-136238104_peak.388_ELost_mutDM	0.5052053310894188	0.18188853852783166	0.360028937413644	4.0	0.021187943822730725	0.041038784394512424
chr1-136237971-136238104_peak.388_ELost_mutM	0.4156374041779325	0.21328521347183732	0.513152116070215	4.0	0.02486732703976448	0.046516940876071396
chr1-136279433-136279566_peak.389_KLost_WT	0.593615909649567	0.2718361114136474	0.45793265812926426	4.0	0.061961876488007446	0.09634757879468032
chr1-136279433-136279566_peak.389_KLost_mutM	1.2300175183676259	0.4018843540257492	0.3267305936903206	4.0	0.416951429416746	0.47600463615817357
chr1-136563268-136563401_peak.394_KLost_WT	0.6538062401156948	0.19080900629056144	0.2918433544727207	4.0	0.04103004657640488	0.0691926820963041
